Prop_ID,Name,Location,Num_of_Courts,Accessible,lat,lon,Borough
127,Thelma Martinez Playground,Scholes St. and Manhattan to Graham Aves.,2.0,N,40.7093,-73.9442,B
307,Tiger Playground,"Evergreen Ave., Eldert St. and Covert St.",2.0,N,40.6882,-73.9106,B
234,Tilden Playground,Tilden Ave. and E 48 to E 49 Sts.,2.0,N,40.6476,-73.9317,B
252,West Playground,N/S Ave. Z between West St. and W 1 St.,2.0,N,40.5876,-73.9705,B
275,William Grady HS Playground,"Shore Pkwy., Brighton 3 St. and 4 Rd.",2.0,N,40.5825,-73.9647,B
112,Williamsburg Bridge Playground,"Wythe Ave. to Berry St., S 5 St. and S 6 St.",2.0,N,,,B
279,Wilson Playground,"Ave. J, Ave. K, E 100 and E 101 Sts.",2.0,N,40.6421,-73.8947,B
312,Woodruff Playground/PS 224 Playground,"Stanley Ave., Autumn Ave. and Hemlock St.",2.0,N,40.6652,-73.8662,B
364,Woods Playground,"Bergen St., Utica Ave., Rochester & St. Mark's Ave.",2.0,N,40.6746,-73.9286,B
108Q,24 Sycamores Playground,1 Ave. & E. 96 St.,2.0,N,40.7595,-73.9586,M
071,76 St. Playground,W. 76 St. & Riverside Drive,2.0,N,40.7832,-73.985,M
193,Abraham Lincoln Playground,135 St. & Madison Ave.,2.0,N,40.8122,-73.9376,M
194,Al Smith Recreations Center,Catherine St.,2.0,N,40.7104,-73.9975,M
196,Alfred E. Smith Playground,Madison and Catherine Sts. to Oliver St.,2.0,N,40.7122,-73.9974,M
164,Asser Levy Playground,E. 23 St. & FDR Drive,2.0,N,40.7364,-73.9753,M
240,Audubon Playground,170 St. & Audubon Ave.,2.0,N,40.8414,-73.9385,M
226,Augustus Saint-Garden's Playground,E. 19 St. & 2 Ave.,2.0,N,40.7353,-73.9821,M
165,Baruch Playground,Rivington St. & Baruch Place,2.0,N,40.7172,-73.9766,M
263,Bellevue South Playground,E. 26 St. & 2 Ave.,2.0,N,40.7397,-73.9785,M
214,Blake Hobbs Park,104 St. & 2 Ave.,2.0,N,40.7885,-73.9443,M
238,Bloomingdale Playground,W. 104 St. & Amsterdam Ave.,2.0,N,40.799,-73.966,M
138,Bo Jangles Playground,W. 150 St. & 7 Ave.,2.0,N,40.8253,-73.9372,M
200,Booker T. Washington Playground,W. 108 St. & Columbus Ave.,2.0,N,40.8011,-73.9641,M
081,Carl Schurz Park,E. 84 St. & York Ave.,2.0,N,40.7739,-73.9441,M
018,Carmansville Playground,W. 151 to 152 Sts. and Amsterdam Ave.,2.0,N,40.8294,-73.9443,M
010,Central Park,North Meadow (mid-park at 97th Street),2.0,N,40.7911,-73.9598,M
010,Central Park,Great Lawn,2.0,N,40.7826,-73.9644,M
011,Chelsea Park,W. 28 St. between 9 and 10 Aves.,2.0,N,40.7498,-74.0004,M
171,Cherry Playground,"Clinton, Cherry and Water Sts.",2.0,N,40.7113,-73.9861,M
215,Cherry Tree Park,E. 99 St. & 3 Ave.,2.0,N,40.7875,-73.9471,M
186,Col. Young Playground (Front),W. 145 St. & Lenox Ave.,2.0,N,40.8201,-73.9361,M
186,Col. Young Playground (Rear),W. 143 to 144 St. and Hudson River Dr.,2.0,N,40.8187,-73.9348,M
015,Columbus Park,Worth & Mulberry Sts.,2.0,N,40.7145,-74.0,M
237,Corp. Seravalli Park,Hudson St. between Gansevoort and Horatio Sts.,2.0,N,40.7391,-74.0046,M
155,Courtney Callender Playground,130 to 131 Sts. and 5th Ave.,2.0,N,40.8099,-73.94,M
208E,Crack is Wack,E. 128 St. & 2 Ave.,2.0,N,40.8044,-73.9318,M
108A,DeSalvio Playground,Spring & Mulberry Sts.,2.0,N,40.8009,-73.9309,M
022,De Witt Clinton Park,W. 53rd St. between 11 and 12 Aves.,2.0,N,40.7685,-73.9947,M
270,Dry Dock Park,E. 10 St. & Ave. D,2.0,N,40.7253,-73.9752,M
144,East River Park,E. 10 St. & FDR Drive,2.0,N,40.7249,-73.9724,M
258,East River Playground / PS 146,106 St. & FDR Drive,2.0,N,40.7891,-73.9385,M
116,Essex Playground,"Essex, Norfolk and E. Houston St.",2.0,N,40.7218,-73.986,M
124,First Park,E. Houston to E. 1 St.,2.0,N,40.7235,-73.9898,M
160,Fred Samuels Playground,139 to 140 Sts. and Lenox Ave.,2.0,N,40.8173,-73.9392,M
220,Frederick Douglass Playground,W. 100 to 102 Sts. and Amsterdam Ave.,2.0,N,40.7969,-73.9679,M
037,Ft. George Playground,Ft. George Ave. & W. 192 St.,2.0,N,40.8579,-73.9247,M
028,Ft. Washington Playground,161st Street & Henry Hudson Parkway,2.0,N,40.8385,-73.9485,M
222,Grand & Canal Courts,Grand & Canal Sts.,2.0,N,40.7222,-74.0051,M
065,Gulick Playground,Columbia & Delancey Sts.,2.0,N,40.7159,-73.9819,M
221,Gutenberg PlaygroundLa Gu,W. 49 St. between 9 and 10 Aves.,2.0,N,40.7636,-73.9902,M
033,Hamilton Fish Playground,128 Pitt St.,2.0,N,40.7194,-73.9806,M
041,Hamilton Place,W. 140 St. & Hamilton Pl.,2.0,N,40.8229,-73.9515,M
229,Happy Warrior Playground,W. 98 Sts. & Amsterdam Ave.,2.0,N,40.7956,-73.9683,M
141,Harlem Lane Playground,151 to 154 Sts. and Hudson River Drive,2.0,N,40.826,-73.9348,M
277,Hell's Kitchen Park,W. 47 St. & 10 Ave.,2.0,N,40.763,-73.9926,M
037,Highbridge Play Center (Indoors),W. 173 St. & Amsterdam Ave.,2.0,N,40.8426,-73.9337,M
216,Greg Marius Court,156 St. & 8 Ave.,2.0,N,40.8295,-73.9363,M
217,Howard Bennett Playground,135 St. & Lenox Terrace,2.0,N,40.8135,-73.9387,M
042,Inwood Park,207 St.,2.0,N,40.8703,-73.922,M
099,J. Hood Wright Playground (*Under Construction),176 St. & Ft. Washington Ave.,2.0,Y,40.8466,-73.9406,M
014,Jackie Robinson Park,150 St. & Bradhurst Ave.,2.0,N,40.8266,-73.9408,M
228,Jackson Playground,Jackson St. between Madison & Henry Sts.,2.0,N,40.7139,-73.9813,M
029,Jacob Javits Playground,Cabrini Blvd. & Cobrin Circle,2.0,N,40.8591,-73.9349,M
223,Jacob Schiff Playground,W. 136 St. & Amsterdam Ave.,2.0,N,40.8203,-73.9524,M
111,James Weldon Playground / PS 57,E. 115 St. & Lexington Ave.,2.0,N,40.7973,-73.9419,M
045,John Jay Park,E. 77 St. & FDR Drive,2.0,N,40.7687,-73.9498,M
066,Kelly Playground,W. 17 St. between 8 and 9 Aves.,2.0,N,40.7419,-74.002,M
199,Kett Playground,W. 204 St. & Nagles Ave.,2.0,N,40.8624,-73.9211,M
132,La Guardia Hospital Playground-Rutgers Pool/Little Flower Playground,Madison St. opposite Jefferson St.,2.0,N,40.7124,-73.9883,M
058,Marcus Garvey Park,E. 120 to 124 Sts. and Madison Ave.,2.0,N,40.8033,-73.9431,M
198,Martin Luther King Jr. Playground,113 to 114 St. and Lenox Ave.,2.0,N,40.7999,-73.9503,M
154,May Mathews Playground,W. 46 St. between 9 and 10 Aves.,2.0,N,40.7614,-73.9926,M
161,McCaffrey Playground,W. 43 St. between 8 and 9 Aves.,2.0,N,40.759,-73.9911,M
259,McKinley Playground,Ave. A between E. 3 St. and E. 4 St.,2.0,N,40.7242,-73.9857,M
204,Moore Playground / PS 133,E. 131 St. & Madison Ave.,2.0,N,40.8095,-73.9386,M
056,Morningside Park,W. 113 St. & Morningside,2.0,Y,40.8031,-73.958,M
056,Morningside Park,W. 116 St. & Morningside,2.0,Y,40.8074,-73.9573,M
056,Morningside Park,W. 123 St. & Morningside,2.0,Y,40.8107,-73.9551,M
239,Morningside Playground,E. 118 St. & 2 Ave.,2.0,N,40.7975,-73.9356,M
037,Multi Purpose Playground,W. 175 St. & Amsterdam Ave.,2.0,N,40.8448,-73.9328,M
059,Murphy Playground,Ave. C & E. 17 St.,2.0,N,40.7304,-73.9738,M
108J,Pedestrian Landing (Each One Teach One) Playground,E. 120 St. & FDR Drive,2.0,N,,,M
249,Penn South Playground,W. 26 St. between 8 and 9 Aves.,2.0,N,40.7478,-73.9989,M
227,Peters Field Playground,"2 Ave., E. 20 St. and E. 21 St.",2.0,N,40.7363,-73.9818,M
108G,Playground 103,103rd St. & FDR Drive,2.0,N,40.787,-73.9393,M
233,Playground 70,"W 70 St., West End Ave, and Amsterdam Ave.",2.0,N,40.7771,-73.9837,M
230,Poor Richard Playground,E. 109 St. & 3 Ave.,2.0,N,40.7926,-73.9433,M
205,PS 125 Playground,Morningside Ave. and W. 123 to 124 Sts.,2.0,N,40.811,-73.956,M
245,Renaissance Playground,143 to 144 St. and 8 Ave.,2.0,N,40.8211,-73.9415,M
072,Riverbank Park,148 St. & Henry Hudson Parkway,2.0,N,40.8257,-73.9538,M
158,Robert Moses Playground,E. 42 St. & FDR Drive,2.0,N,40.7484,-73.9693,M
158,Robert Wagner Playground,E. 121 St. & 2 Ave.,2.0,N,40.7484,-73.9693,M
184,Samuel Bennerson,W. 63 to 64 Sts. between West End & Amsterdam Aves.,2.0,N,40.7738,-73.9867,M
105,Sara D. Roosevelt Park (A),Stanton St.,2.0,Y,40.7231,-73.9909,M
105,Sara D. Roosevelt Park (B),Delancey St. between Forsythe and Christie Sts.,2.0,Y,40.7221,-73.9914,M
105,Sara D. Roosevelt Park (D),Canal to Hester Sts.,2.0,Y,40.7175,-73.9937,M
236,Seabury Playground,Lexington Ave. & E. 95 St.,2.0,N,40.7853,-73.9511,M
082,Seward Park,"Canal, Hester and Jefferson Sts.",2.0,N,40.7148,-73.9892,M
195,Sidney Hillman / PS 110,Lewis & Delancey Sts.,2.0,N,40.7151,-73.9798,M
244,Sol Bloom Playground,W. 70 St. between Central Park West and Columbus Ave.,2.0,N,40.7896,-73.9685,M
235,Sol Lain Playground,E. Bway & Henry St.,2.0,N,40.7144,-73.9839,M
079,St. Catherine's Park,1 Ave. and E. 67 to 68 Sts.,2.0,N,40.7654,-73.9592,M
077,St. Nicholas Park,W. 141 St. & St. Nicholas Ave.,2.0,N,40.816,-73.9489,M
077,St. Nicholas Park,W. 133 St. & St. Nicholas Ave.,2.0,N,40.8213,-73.9467,M
077,St. Nicholas Playground (North),129 to 130 St. & 7 Ave.,2.0,N,40.8123,-73.9469,M
077,St. Nicholas Playground (South),128 St. & 7 Ave.,2.0,N,40.8111,-73.9475,M
077,St. Nicholas Terrace,W. 129 St. & St. Nicholas Ave.,2.0,N,40.8131,-73.9512,M
076,St. Vartan's Playground,2 Ave. and E. 35 to E. 36 Sts.,2.0,N,40.7457,-73.9746,M
192,Stanley Isaacs Playground,1 Ave. & E. 96 St.,2.0,N,40.7835,-73.9442,M
037,Sunken Playground,W. 167 St. & Edgecombe Ave.,2.0,N,40.8376,-73.9362,M
206,Tanahey Playground,Cherry St. to Water St.,2.0,N,40.7101,-73.9948,M
219,Tecumseh Playground,W. 77 St. & Amsterdam Ave.,2.0,N,40.7816,-73.9785,M
047,Thomas Jefferson Park,2180 1 Ave.,2.0,N,40.7923,-73.9356,M
069,Thompson Playground,Thompson & Spring Sts.,2.0,N,40.7253,-74.0024,M
088,Tompkins Sq. Park,E 10 St. & Ave. B,2.0,N,40.7268,-73.9807,M
037,Wallenburg Playground,W. 189 St. & Amsterdam Ave.,2.0,N,40.8533,-73.9267,M
125C,West 4th St. Courts,W. 4th St. & 6th Avenue,2.0,N,40.7311,-74.0011,M
148,White Playground,E. 105 St. & Lexington Ave.,2.0,N,40.7919,-73.9459,M
110,William McCray Playground,138 St. between Lenox and 5 Ave.,2.0,N,40.8157,-73.938,M
234,Wright Brothers / PS 28,St. Nicholas Ave. & W. 156 St.,2.0,N,40.8317,-73.942,M
099,Albert H. Mauro,Park Dr. East & 73 Terrace,3.0,N,40.724,-73.8275,Q
356,Alley Playground/PS 213,230th St. & 67th Ave.,2.0,N,40.7471,-73.745,Q
319,Annadale Playground,"Yellowstone Blvd., 65 Rd. & 65 Ave",2.0,N,40.731,-73.8519,Q
313,Arverne Playground,Averne Blvd. & Beach 55 St.,3.0,N,40.5927,-73.785,Q
397,Auburndale Playground,35 Ave. between 171 and 172 Sts.,2.0,N,40.7656,-73.7944,Q
357B01,Barrier Playground,"102 St., 62 Ave. & Yellowstone Blvd.",2.0,N,40.7362,-73.8549,Q
399,Bay Terrace Playground/PS 169,NE Corner of 212 St. & 23Ave.,1.0,N,40.7821,-73.7776,Q
007,Bayswater Park,Beach Channel Dr. & Beach 32 St.,3.0,N,40.5992,-73.7674,Q
326,Bland Playground,40 Rd. & Prince St.,1.0,N,40.7583,-73.8309,Q
006,Bowne Park,"32 Ave., 29 Ave. and 155 to 159 Sts.",1.0,N,40.7703,-73.8058,Q
308,Bowne Playground,Sanford Ave. & Union St.,2.0,N,40.7581,-73.8249,Q
379,Briarwood Playground,148 St. & 85 Ave.,3.0,N,40.71,-73.8113,Q
460,Broad Channel,Cross Bay Blvd. & E 16 Rd.,3.0,N,40.6012,-73.8197,Q
366,Bulova Park,W/S 77 St. and N/S 25 Ave.,1.0,N,40.763,-73.8921,Q
012,Buz O' Rourke P/G,33 Ave. & 214 Pl.,2.0,N,40.771,-73.7712,Q
361,C.C. Moore Homestead Park,82 St. & Broadway,2.0,N,40.7418,-73.8819,Q
347,Cadwaller Colden Playground,Union St. & 31 Rd.,2.0,N,40.77,-73.8274,Q
300,Capt. Mario Fajardo,Kissena Blvd. & Booth Memorial Blvd.,2.0,N,40.7437,-73.8147,Q
376,Cedar Grove Playground (P.S. 218),Main St. & Gravett Rd.,4.0,N,40.7361,-73.8244,Q
386,Centerville,"96 St., Centerville St. and Albert Rd.",1.0,N,40.6705,-73.8395,Q
346,Challenge Playground,251 St. & 63 Ave.,1.0,N,40.7561,-73.7275,Q
390,Clintonville Playground/JHS 194,Clintonville St. between 17 Ave. and 17 Rd.,6.0,N,40.783,-73.8074,Q
457,College Point Park,College Pt. Blvd. & 14 Ave.,3.0,N,40.7854,-73.8464,Q
450,Corona Golf,46 Ave. & 111 St.,5.0,N,40.7474,-73.855,Q
360J,Crowley,84 St. & 57 Ave.,3.0,N,40.7296,-73.8793,Q
021,Cunningham Park - Upper Playground,196 Pl. & Union Turnpike,2.0,N,40.7262,-73.7753,Q
373,East Elmhurst Playground,25 Ave. & 98 St.,5.0,N,40.7651,-73.8701,Q
419,Edward Hart Playground,147 St. between 26 and 27 Aves.,4.0,N,40.774,-73.8186,Q
304,Ehrenreich-Austin St. Playground,Austin St. between 76 Ave. & 76 Dr.,2.0,N,40.7151,-73.8364,Q
342,Electrichester Houses Playground/Electric Playground,65 Ave. & 164 St.,1.0,N,40.7363,-73.8051,Q
344,Emerald Playground/PS 200,71 Ave. & 164 St.,3.0,N,40.7314,-73.8059,Q
053,Equity Park,88 Ave. & 91 St.,2.0,N,40.6914,-73.8533,Q
302,Evergreen Park,St. Felix Ave. and Seneca Ave.,2.0,N,40.6975,-73.897,Q
221,Farm Playground/PS 26,73 Ave. & 196 St.,2.0,N,40.7352,-73.7774,Q
337,Fitzgerald Playground,Atlantic Ave. & 94 Ave.,3.0,N,40.6901,-73.8399,Q
086,Flushing Fields,"Bayside Ave., 25 Ave. and 149 to 150 Sts.",2.0,N,40.7756,-73.8173,Q
099,Flushing Meadows Corona Park Meadow Lake East,W/S of Meadow Lake & Grand Central Pkwy.,2.0,N,,,Q
015,Forest Park,"108 St., Myrtle Ave. & Park Lane South",2.0,N,40.7026,-73.8686,Q
015,Forest Park,Woodhaven Blvd. & Forest Park Dr.,2.0,N,40.7015,-73.8559,Q
015,Forest Park,80 St. & Myrtle Ave.,2.0,N,40.7025,-73.8684,Q
015,Forest Park (Sobelsohn P/G),Park Lane S. & Abingdon Rd.,2.0,N,40.7101,-73.8353,Q
126,Francis Lewis Park,"3 Ave., 147 St. and E River",2.0,Y,40.7965,-73.8249,Q
381,Francis Lewis Playground,42 Ave. & Francis Lewis Blvd.,3.0,N,40.7603,-73.7837,Q
098,Frank D. O'Connor Playground,78 St & Broadway,3.0,N,40.7439,-73.8868,Q
445,Frank Golden Playground,136 St & 20 Ave.,1.0,N,40.7845,-73.833,Q
119,Frederick B. Judge,"111 Ave., 134 to 135 Sts. and Lincoln Sts.",2.0,N,40.6828,-73.808,Q
089B,George U. Harvey,15 to 20 Aves. and E/O Whitestone Expwy.,2.0,N,40.7821,-73.8239,Q
085,Gorman Park,30 Ave. btwn. 84 & 85 Sts.,4.0,N,40.7623,-73.8842,Q
367,Hammel Playground,Beach 83 St. & Rockaway Beach Blvd.,2.0,N,40.5881,-73.8091,Q
408,Harold Schneiderman/PS 232,155 Ave. between 84 and 85 Sts.,2.0,N,40.6651,-73.8502,Q
020,Highland Park Lower,Jamaica Ave. & Cleveland St.,4.0,N,40.6838,-73.8869,Q
020,Highland Park Upper,Highland Blvd. & Heath Pl.,1.0,N,40.6829,-73.8927,Q
360N,Hoffman,Hoffman Dr. & Seabury St.,3.0,N,40.7328,-73.8718,Q
300B,Holy Cow Playground,Peck Ave. & Harding Blvd.,5.0,N,40.7418,-73.7776,Q
220G,Hoover,Manton St. & 83 Ave.,3.0,N,40.7119,-73.8212,Q
428,Horace Harding Playground/PS 206,62 Dr. between 97 Pl. & 98 St.,2.0,N,40.7332,-73.8605,Q
001,Horatio P/G,Horatio Pkwy. & 228th St.,2.0,N,40.7588,-73.7544,Q
391,Joe Austin,164 Pl. & Grand Central Parkway,2.0,N,40.7158,-73.8013,Q
285,John Adams,"133 Ave., 101-103 Sts.",2.0,N,40.6771,-73.8357,Q
305,Joseph F. Mafera Park,65 Pl. & Catalpa Ave. & 68 Ave.,2.0,N,40.7062,-73.8912,Q
094,Joseph P. Addabbo Playground,North Conduit Ave. between 81 and 82 Sts.,1.0,Y,40.6734,-73.854,Q
122,Junction Playground,"96 St., 34 Ave. & Junction Blvd.",2.0,N,40.7545,-73.872,Q
102,Juniper North Playground,80 St. & Juniper Blvd. North,1.0,N,40.7209,-73.8771,Q
102,Juniper South Playground,74 St. & Juniper Blvd. South,1.0,N,40.7182,-73.8834,Q
300A,Kissena Corridor East,Peck & Underhill Aves.,1.0,N,40.7445,-73.7874,Q
024,Kissena Park/164 St. P/G,164 St. opposite Lithonia Ave.,1.0,N,40.7482,-73.8032,Q
300,Lawrence St.,"Lawrence St., College Point Blvd. and Queens Botanical Gardens",1.0,N,40.7484,-73.834,Q
096E,Lefferts,North Conduit Ave. and 120 to 122 Sts.,2.0,N,40.6654,-73.8209,Q
128,London Planetree,"88th St., Atlantic Ave, & 95 Ave.",1.0,N,40.6861,-73.853,Q
415,Louis Armstrong Playground/PS 143,37 Ave. btwn. 112 & 113 Sts.,2.0,N,40.7549,-73.8556,Q
369,Louis Pasteur Park/JHS 67,248 St. & 51 Ave.,2.0,N,40.762,-73.7352,Q
009,MacNeil Park,Poppenhusen Ave. and 119 St.,1.0,Y,40.7934,-73.8516,Q
211,Maple Playground,Maple Ave. & Kissena Blvd.,1.0,N,40.7556,-73.8261,Q
364,Marie Curie Park,211 St. & 47 Ave.,1.0,N,40.757,-73.7712,Q
041,Newtown Playground,92 St. & 56 Ave.,2.0,N,40.7363,-73.8695,Q
363,Northern Playground,Northern BLvd. & 90th St.,6.0,N,40.756,-73.8744,Q
400,Oakland Gardens Playground/PS 203,54 Ave. & Springfield Blvd.,3.0,N,40.7536,-73.7598,Q
162I,O'Dohonue Park,Beach 20-17 St. & Seagirt Blvd.,2.0,N,,,Q
092,P.O. Edward Byrne Park,"North Conduit Ave., 134 to 135 Sts. and 135 Ave.",2.0,N,40.6673,-73.8076,Q
118,P.O. Nicholas DeMutis Park,Liberty Ave. and 101 to 102 Sts.,1.0,N,40.6818,-73.8392,Q
026,Park of the Americas,104 St. & 41 Ave.,1.0,N,40.7487,-73.8614,Q
334,Playground 21,"163 to 166 Sts., 21 Ave. and 21 Rd.",1.0,N,40.7781,-73.7984,Q
377,Playground 62/PS 220,Yellowstone Blvd. between 62 Ave. & 62 Rd.,5.0,N,40.736,-73.8536,Q
354,Playground 75/PS 154,75 Ave. & 160 St.,3.0,N,40.7264,-73.8081,Q
362,Playground Ninety,Northern Blvd. & 90 St.,2.0,N,40.757,-73.8785,Q
329,Pomonok,65 Ave. & Kissena Blvd.,4.0,N,40.7357,-73.8141,Q
011,Poppenhusen Playground,20 Ave btwn 123rd & 124th Sts,1.0,N,40.781,-73.8444,Q
316,PS 46,64 Ave. & 218 St.,2.0,N,40.7558,-73.7646,Q
212,Queens Valley Playground,137 St. & 77 Ave.,2.0,N,40.7219,-73.8237,Q
300,Rachel Carlson Park,Colden St. & Juniper Ave.,1.0,N,40.7489,-73.8222,Q
300,Rachel Carson Playground,Colden St. & Juniper Ave.,2.0,N,,,Q
103,Raymond M. O'Connor Field,33 Ave. & 210 St.,1.0,N,40.7717,-73.7798,Q
357B,Real Good Park,"Long Island Expressway, 99 St. & 62 Ave.",3.0,N,40.7359,-73.8568,Q
345,Redfern Playground,Redfern Ave & Beach 12 St.,1.0,N,40.6113,-73.7491,Q
162,Rockaway Beach,Beach 82 & Shore Front Pkwy.,2.0,N,40.586,-73.8071,Q
371,Rockaway Community Playground,Almeda Avenue,3.0,N,40.5983,-73.7837,Q
414,Rocket Park/JHS 202,"North Conduit Ave., Arion Rd. and 149 Ave.",1.0,N,40.6706,-73.8462,Q
335,Russell Sage Playground,68 Ave. & Booth to Austin sts,2.0,N,40.7236,-73.8518,Q
422,Seaside Playground,Rockaway Beach Blvd. & B109-110 Sts.,3.0,N,40.5809,-73.8308,Q
021C,Seven Gables Playground,210 St. & Oceania St.,4.0,N,40.7441,-73.7664,Q
024,Seven Seas Sports Courts/Four Winds P/G,Booth Memorial Blvd. & 160 St.,3.0,N,40.7424,-73.8079,Q
300,Silent Springs Playground,Colden St. & Geranium Ave.,1.0,N,40.7502,-73.8233,Q
129,Smokey Oval Playground,"Atlantic, 95 Ave., and 125 St.",2.0,N,40.6943,-73.8208,Q
303,Travers Park,"78 St, , S/O Northern Blvd.",2.0,N,40.754,-73.8894,Q
099,Triassic Playground,Jewel Ave. & Van Wyck Expressway,2.0,N,40.7297,-73.835,Q
294,Utopia,Utopia Pkwy. & Jewel Ave.,2.0,N,40.7305,-73.7932,Q
336,Vleigh Place Playground/PS 165,Union Turnpike & 141 St.,1.0,N,40.7185,-73.8204,Q
421,Walter Ward Playground/PS 207,89 St. & 160 Ave.,3.0,N,40.6578,-73.8438,Q
343,Whitestone Playground/PS 193,152 St. between 11 and 12 Aves.,1.0,N,40.7922,-73.8082,Q
375,Willets Pt. Playground/PS 209,165 St. btwn. 16 Ave & 16 Rd.,2.0,N,40.7836,-73.7962,Q
348,Willow Lake Playground,Grand Central Pkwy between 71 & 72 Aves.,1.0,N,40.723,-73.8372,Q
099,World&rsquo;s Fair Playground,62 Dr. and Grand Central Pkwy.,1.0,N,40.7374,-73.8456,Q
425,Yellowstone Municipal Park,Yellowstone Blvd. between 68 Ave. & 68 Rd.,1.0,N,40.7264,-73.8478,Q
033,Abraham Levy Memorial Park,Jewett & Castleton Ave.,2.0,N,40.634,-74.1287,R
062,Arrochar Playground (PS 39),Sand Lane & McFarland Ave.,2.0,N,40.5978,-74.0706,R
034,Austin J McDonald Playground,Forest & Myrtle Aves.,2.0,N,40.6297,-74.1151,R
072,Clawson Playground (PS 50),Adelaide Ave. & Clawson Rd.,2.0,N,40.5603,-74.1239,R
005,Clove Lakes Park,"Slosson Ave, Victory Blvd. and Clove Rd.",2.0,N,40.616,-74.1054,R
086,Davis Playground (PS 31),Layton & Bismark Ave.,2.0,N,40.6421,-74.0859,R
087,Dongan Playground (PS 52),"Mason, Buel & Dongan Hill Aves.",2.0,N,40.5826,-74.089,R
090,Lieutenant John H. Martinson Playground,Osborne St. & Preston Ave.,2.0,N,40.5365,-74.1628,R
046,FDR Boardwalk & Beach,Miller Field & Greely Ave.,2.0,Y,40.5687,-74.0912,R
067,Cesar Sanchez Basketball Courts,Dongan Hills Ave. & SIRR,2.0,N,40.5863,-74.1006,R
026,Gerard P Dugan Playground,"Mill Rd., Weed Ave., and Tysens Lane",2.0,N,40.5608,-74.1102,R
068,The Big Park,Grandview Ave. & Continental Pl.,2.0,N,40.6312,-74.1651,R
071,Great Kills Park (PS 8),Hillcrest Ave. & Highmount Rd.,2.0,N,40.5471,-74.1518,R
089,Greencroft Playground (PS 53),"Redgrave, Greencroft St., Ainsworth Ave., and Durant Ave.",2.0,N,40.552,-74.1368,R
036,Harbor Playground,Harbor Rd. & Richmond Terrace,2.0,N,40.6366,-74.1604,R
037,Ikefugi Playground,Winter & Bismark Aves.,2.0,N,40.6387,-74.0837,R
114,Jennifer's Playground,"Jules Dr., Elson Ct., and Regis Dr.",2.0,N,40.62,-74.1635,R
125,Luis Lopez Playground,"Targee St., Palma Dr., and Oder Ave.",2.0,N,40.6118,-74.0849,R
076,Markham Playground,"Willowbrook Pkwy., Forest Ave. and Houston St.",2.0,N,40.6237,-74.1456,R
025,Michael J Mahoney Memorial Playground.,"Beechwood Ave., Crescent St. and Cleveland St.",2.0,N,40.6431,-74.086,R
038A,Midland Field (JHS 2),"Midland, Mason, and Bedford Aves.",2.0,N,40.577,-74.0995,R
073,Naples Playground (PS 48),Targee St. & Naples St.,2.0,N,40.6027,-74.0907,R
035,Nicholas De Matti Playground,Tompkins Ave. & Chestnut St.,2.0,N,40.6145,-74.0742,R
063,Old Town Playground,Parkinson Ave. & Kramer St.,2.0,N,40.5954,-74.0814,R
053,Park,Richmond Pkwy & Vernon Blvd.,2.0,N,40.533,-74.2021,R
105,Prall Playground (IS 27),Elizabeth St. & Forest Ave.,2.0,N,40.6288,-74.1183,R
061,PS 14 & Stapleton Houses Plgd.,"Tompkins Ave, Broad, and Hill Sts.",2.0,N,40.6229,-74.0796,R
015,Randolph Walker Park,"Delafield Pl, Bard and Davis Aves.",2.0,N,40.6431,-74.1103,R
042,Reinhard E. Kaltenmeier Playground,Virginia Ave. & Anderson St.,2.0,N,40.6146,-74.0682,R
045,Schmul Park,Wild Ave & Pearson St.,2.0,N,40.5899,-74.188,R
069,Terrace/PS 35 Playground,"Foote Ave., Howard Ave., and Martha St.",2.0,N,40.6136,-74.0986,R
064,Christopher J. Igneri Playground,Schmidts Lane & Manor Rd.,2.0,N,40.6087,-74.1191,R
448,Roy Wilkins Recreation Center,177th Street & Baisley Boulevard,4.0,,40.6862,-73.7698,Q
260,Chelsea Recreation Center,West 25 Street and 10 Avenue,2.0,,40.7483,-74.0022,M
261,West Bronx Recreation Center,West 172 Street between Nelson Avenue & Jesup Street,3.0,,40.844,-73.9195,X
145,Thomas Greene Playground,Third Avenue at Douglass Street,2.0,,40.6804,-73.9852,B
106,Daniel M. O'Connell Playground,"197 St., 196 St. Bet. 113 Ave. And Murdock Ave.",2.0,,40.6997,-73.758,Q
005,157th St. Playground,157th Street & 116th. Avenue,4.0,,40.6846,-73.7868,Q
244,Grand Playground,W. 181 St. between Grand Ave. and Davidson St.,1.0,,40.8561,-73.9072,X
264,The Field of Dreams,E. 167 St between Southern Blvd. and Simpson St.,1.0,Y,40.8266,-73.8923,X
271,Grant Park,Grant Avenue between E. 169 and E. 170 Streets,1.0,,40.8364,-73.9136,X
295,Half-Nelson Playground,Nelson Av bet. Featherbed La and W 174 St,1.0,,40.8469,-73.9191,X
113,Hunts Point Playground,Spofford Av bet. Faile St and Hunts Point Av,3.0,,40.814,-73.8861,X
260,Julio Carballo Fields,Lafayette Avenue and Barretto Street,1.0,,40.8162,-73.8896,X
308,Washington Market Park,Chambers St. between Greenwich St. and West St.,2.0,,40.7171,-74.012,M
064,Lillian D Wald Playground,"Cherry St, Montgomery St and Gouverneur St",2.0,,40.7121,-73.9842,M
471,Hunter's Point South Park,,1.0,N,,,Q
